Домен	Артикул	Тип товара	Наименование	Габариты	Цвет	Материал	Особенности	Цена (₽)	ID
Мебель		Стеллаж угловой 5-уровневый	Премиум	70×70×210	латунь, орех	латунь	угловой, с латунью	14200	s1_52
Мебель		Стул банкетный	Шиавари		белый	бархат	с подушкой, для торжеств	4200	s1_53
Мебель		Зеркало-трюмо	Версаль	90×40×175	орех		с подсветкой, классика, патина, с подсветкой и тумбой, классика патина	36400	s1_54
Мебель		Сервант	Версаль	120×45×190	золото, орех		классический, с патиной	47800	s1_55
Мебель		Шкаф-горка	Бергамо	280 см	белый, дуб артизан		с подсветкой, матовый	48700	s1_56
Мебель		Зеркало навесное	Аметист	60×100			овальное, овальное в раме барокко	7400	s1_57
Мебель		Кресло	Болонья		коричневый, хром	металл		22400	s1_58
Мебель		Диван	Венеция			гобелен, лён	3-местный, классический 3-местный	52400	s1_59
Мебель		Кровать	Аврора	160×200	пудровый	велюр	капитоне	36800	s1_60
Мебель		Кухонный стол-трансформер	Прага	90×60	белый		раздвижной, раздвижной до 140	11800	s1_61
Мебель		Декоративный глобус	Тоскана	30×30×40		металл, дерево		4400	s1_62
Мебель		Шкаф пенал узкий	Стокгольм	40×40×210	ясень светлый		скандинавский	14700	s1_63
Мебель		Картина модульная триптих	Город	3×40×80				5400	s1_64
Мебель		Зеркало-трюмо	Аделаида	80×40×160	бук бавария		с пуфом, с пуфом-табуретом	24700	s1_65
Мебель		Двуспальная кровать	Модерн	180×200	белый	экокожа		44200	s1_66
Мебель		Шкаф-горка в гостиную	Контур	280×40×195	белый, венге		глянец	48700	s1_67
Мебель		Шкаф балконный	Веранда	70×70×180	белый, венге		угловой	13700	s1_68
Мебель		Диван-канапе	Версаль		бордо	бархат	2-местный, бордовый с золотыми кистями, ножки резные	58700	s1_69
Мебель		Зеркало с подсветкой	Полярная	D80	латунь	латунь	с подсветкой, круглое	11400	s1_70
Мебель		Подсвечник напольный	Версаль	70 см	бронза	бронза	напольный	3800	s1_71
Мебель		Ваза напольная	Гера	80 см	чёрный	керамика	напольная, матовый, матовый с серебряным орнаментом	8700	s1_72
Мебель		Комод узкий	Эконом	40×40×100	белый		эконом	5300	s1_73
Мебель		Банкетка длинная	Стокгольм	150×40×45	молочный	рогожка	ножки бук	11700	s1_74
Мебель		Кресло-папасан	Бали	D110	горчичный, натуральный	велюр, натуральный ротанг		18700	s1_75
Мебель		Журнальный столик мраморный	Орхидея	100×55	латунь	мрамор каррара, латунь	овальный	34800	s1_76
Мебель		Зеркало с LED-подсветкой	Сиена	80×60			LED, антипар, сенсорный выключатель	9700	s1_77
Мебель		Банкетка длинная	Лион	200×40×45	чёрный, серый	рогожка, металл		15800	s1_78
Мебель		Двухъярусная кровать	Дуэт	90×200	серый, голубой		с диваном внизу	36400	s1_79
Мебель		Стеллаж лестница	Прага		белый, натуральный			5200	s1_80
Мебель		Диван детский раскладной	Малыш	140×80		ткань	раскладной, с принтом машинки	14200	s1_81
Мебель		Потолочный светильник	Модерн	D40	белый		LED, пульт, LED тарелка	5700	s1_82
Мебель		Зеркало напольное	Лагуна	50×170	латунь	металл, латунь	напольное	13400	s1_83
Мебель		Зеркало-трюмо в полный рост		50×170	латунь	латунь		11200	s1_84
Мебель		Сервант с подсветкой	Тоскана	140×45×185	дуб, натуральный	массив дуба	с подсветкой, состаренный, массив дуба	58400	s1_85
Мебель		Кресло Lounge	Палаццо		пыльно-розовый	бархат, массив	полукруглое, ножки массив	33700	s1_86
Мебель		Картина-триптих	Северянин, Туман над озером	3×40×80				6900	s1_87
Мебель		Кровать-бокс	Авангард	90×200	графит	рогожка	с матрасом и ящиком	26800	s1_88
Мебель		Диван-аккордеон	Триумф	200×90	изумрудный	велюр	на пружинах	47800	s1_89
Мебель		Складной стул для балкона	Капри		бирюзовый	лён	складной, для балкона	3200	s1_90
Мебель		Кресло геймерское	Дакота				с подушкой под шею	15800	s1_91
Мебель		Банкетка длинная	Версаль	180×40×50	белый, хром	экокожа		18400	s1_92
Мебель		Складной столик	Капри	40×40×60		искусственный ротанг	складной	2700	s1_93
Мебель		Диван-канапе	Камелия		пыльно-розовый, золото	бархат	ножки золото	42800	s1_94
Мебель		Стул-кресло	Патио		бежевый	искусственный ротанг	для балкона, с подушкой	4700	s1_95
Мебель		Барная стойка кухонная	Милан	240×60×110		мрамор каррара		87400	s1_96
Мебель		Двуспальная кровать	Прага	140×200	пыльно-розовый	велюр		29900	s1_97
Мебель		Подушка декоративная		45×45	натуральный	лён	вышивка, вышивка цветок	1400	s1_98
Мебель		Кресло ушастое	Камелот		графит	велюр, массив бука	ножки массив, с подушкой, ножки массив бука	38900	s1_99
Мебель		Зеркало-трюмо	Полярная	70×40×155	белый		LED, с подсветкой LED, сенсор, матовый, с подсветкой LED и сенсором	26700	s1_100
Мебель		Барный стул	Лофт			металл, дерево	лофт, на металлокаркасе	4700	s1_101
Мебель		Шкаф для одежды	Феникс	90×55×210	белый, голубой		2-дверный	17800	s1_102
Мебель		Багажная полка гостиничная складная		60×40×50	хром	металл	складная, гостиничная	3700	s1_103
Мебель		Журнальница	Тоскана	40×30×35		ротанг	напольная, напольная плетёная	2900	s1_104
Мебель		Двуспальная кровать	Малибу	200×200	изумрудный	бархат		67900	s1_105
Мебель		Стол обеденный круглый	Тоскана	D120	дуб	массив дуба	раздвижной, круглый, раздвижной до 150, массив дуба	47800	s1_106
Мебель		Сервант	Тоскана-Lux	180×45×210	белый		LED, с подсветкой LED, классика, с патиной	82400	s1_107
Мебель		Зеркало декоративное	Флоренция	D70	латунь	металл, латунь		5800	s1_108
Мебель		Шкаф 3-створчатый распашной	Милан	150×55×210	орех		3-створчатый	33700	s1_109
Мебель		Кровать	Сицилия	160×200	бежевый	экокожа	с подъёмным механизмом, классика	36400	s1_110
Мебель		Стол журнальный сервировочный на колёсах		70×50×65	хром, дуб артизан	металл	на колёсах	12400	s1_111
Мебель		Кровать	Лофт	160×200		металл	лофт, на металлокаркасе	33200	s1_112
Мебель		Тумба-подставка под ТВ	Норд	180 см	ясень светлый		скандинавский, скандинавский стиль	15700	s1_113
Мебель		Тумба гостиничная прикроватная		50×40×55	дуб артизан		USB, гостиничная, с USB и розеткой	9800	s1_114
Мебель		Диван-кровать прямой	Айова	200×95	серый	рогожка	прямой	37400	s1_115
Мебель		Журнальница	Венеция	40×15×50	дуб артизан		3-секционная, настенная, 3-секционная настенная	2400	s1_116
Мебель		Консоль	Беверли	140×35×80	латунь, орех	шпон ореха, латунь		24500	s1_117
Мебель		Навесной шкафчик	Венето	60×20×60	белый		для ванной, глянец	6400	s1_118
Мебель		Стол туалетный	Орхидея		белый		с зеркалом, матовый, с зеркалом-бабочка и ящиками	23400	s1_119
Мебель		Кресло	Шанхай		чёрное		классика, восточное лакированное чёрное с резьбой	34700	s1_120
Мебель		Кровать-бокс	Орфей	140×200	серый	рогожка	с ортопедическим основанием в комплекте	39800	s1_121
Мебель		Кровать	Орлеан					36800	s1_122
Мебель		Шкаф	Карина	90×55×240	ясень шимо		2-дверный, 2-дверный с антресолью	22400	s1_123
Мебель		Балконный складной стол круглый		D60		металл, тик	складной, круглый, серия Лайт	3900	s1_124
Мебель		Кресло-реклайнер	Орлеан		чёрный	кожа PU	USB, с электроподъёмом и USB	72400	s1_125
Мебель		Диван модульный	Манхэттен	320×170	коричневый		с реклайнером электрическим	142800	s1_126
Мебель		Подставка под цветок	Венеция	40×40×90	бронза	бронза		3200	s1_127
Мебель		Кухонный остров	Палермо	180×90×90	чёрный, дуб		матовый, с барной стойкой и индукцией	124700	s1_128
Мебель		Покрывало	Орхидея	220×240	сиреневый		в подарочной упаковке	7700	s1_129
Мебель		Картина	Барселона, Парк Гуэль	80×60		дерево	матовый, холст матовый	4800	s1_130
Мебель		Точечный светильник встраиваемый	Меридиан		белый		комплект 6 шт, LED, 5 Вт, встраиваемый, LED 5 Вт	2200	s1_131
Мебель		Реклайнер	Орлеан		коричневый		с пуфом, кресло-качалка с пуфом	42700	s1_132
Мебель		Барный стол высокий	Дакота	60×60×110	венге	ЛДСП		5800	s1_133
Мебель		Декоративная гирлянда	Флоренция		белый		LED, USB, LED-розы 3 м	1900	s1_134
Мебель		Журнальный столик мраморный	Каррара	D80	латунь, натуральный	натуральный мрамор, латунь	круглый	31700	s1_135
Мебель		Кресло компьютерное	Бергамо		серый		газлифт класс 4	14900	s1_136
Мебель		Картина	Стокгольм, Скандинавский лес	60×80			скандинавский	3900	s1_137
Мебель		Туалетный столик	Ариэль	100×40×140	розовый, золото		LED, с зеркалом, с зеркалом и подсветкой LED	22800	s1_138
Мебель		Кресло-бергер	Виктория		голубой	велюр	каретная стяжка, классическое каретная стяжка	52400	s1_139
Мебель		Кресло-папасан	Бали	D110	серый, натуральный	велюр, натуральный ротанг		18700	s1_140
Мебель		Кресло компьютерное	Бергамо		синий		газлифт класс 4	14900	s1_141
Мебель		Двуспальная кровать	Венеция	160×200		массив бука	классика, массив бука	58900	s1_142
Мебель		Декоративный шар	Орбита			мрамор, металл	3 шт	3700	s1_143
Мебель		Статуэтка	Будда	30 см				3700	s1_144
Мебель		Парта-трансформер	Школьник		голубой			11200	s1_145
Мебель		Тумба под ТВ 120 см		120 см	белый		с подсветкой, глянец, глянец с подсветкой	13500	s1_146
Мебель		Диван-канапе	Меран			гобелен, лён, массив	ножки массив, классический полутораместный	43800	s1_147
Мебель		Комод узкий	Минск	40×40×120	белый		5 ящиками, матовый, пенал с 5 ящиками	14200	s1_148
Мебель		Зеркало с фоторамкой	Прага	60×80			4 шт, состаренная, со встроенными рамками 4 шт	4700	s1_149
Мебель		Комод узкий	Версаль	60×40×120	белый, золото		4 ящиками, классика, патина, с 4 ящиками	18900	s1_150
Мебель		Полка настенная навесная	Берлин	90×20	дуб сонома		настенная	1400	s1_151
Мебель		Балконный складной столик прямоугольный		70×40		металл, тик	складной, прямоугольный	4200	s1_152
Мебель		Кровать водяная двуспальная	Лагуна	180×200	графит	экокожа	с подогревом, с подогревом и виброгасителем	78900	s1_153
Мебель		Подвеска люстра	Премиум				6 ламп	24700	s1_154
Мебель		Шкаф-горка	Меридиан	320×45×200	ясень шимо		светодиодной подсветкой, со светодиодной подсветкой	52800	s1_155
Мебель		Стул барный	Турин		белый, хром	экокожа	с регулируемой высотой	5400	s1_156
Мебель		Кровать	Зефир	80×160	белый, розовый	ЛДСП, тик	детская с бортиками	14800	s1_157
Мебель		Стол письменный угловой	Авангард	140×140	белый		угловой, для двоих детей	19400	s1_158
Мебель		Кровать односпальная	Тюльпан	90×200		велюр		19700	s1_159
Мебель		Балконный складной стул с мягким сиденьем				лён, металл	складной	3700	s1_160
Мебель		Зеркало-трюмо	Палаццо	80×40×165	белый, золото		с подсветкой, сенсор, с подсветкой и сенсором	33400	s1_161
Мебель		Зеркало напольное	Палаццо	70×180	золото		напольное, с патиной, в раме барокко	19400	s1_162
Мебель		Диван прямой	Бостон		белый, хром	кожзам	3-местный, прямой	38900	s1_163
Мебель		Зеркало-трюмо	Версаль	90×40×170	золото		с подсветкой, классическое с подсветкой и пуфом	36800	s1_164
Мебель		Шторы		2×140×260		жаккард		5900	s1_165
Мебель		Обеденный стол овальный	Эра	160×90	орех		овальный, классика	34900	s1_166
Мебель		Шторы блэкаут	Иней	2×150×270	голубой			6700	s1_167
Мебель		Кресло-реклайнер	Бостон		коричневый	экокожа	с подножкой, ручной	28900	s1_168
Мебель		Кровать гостиничная	Делюкс	180×200	серый	велюр	гостиничная, с изголовьем-панелью, для отелей	42700	s1_169
Мебель		Цветочная подставка	Флоренция		чёрный	металл	напольная, напольная 5-ярусная	3800	s1_170
Мебель		Кресло Lounge	Стокгольм		серый	ткань	с пуфом, ножки бук	28900	s1_171
Мебель		Стул барный	Турин		хром	экокожа	с регулируемой высотой	5400	s1_172
Мебель		Подсвечник	Флоренция	30×15	латунь	латунь	5 свечей, на 5 свечей	2700	s1_173
Мебель		Стол обеденный	Палермо	160×90	белый	ЛДСП, металл	раздвижной, глянец	19400	s1_174
Мебель		Балконная складная скамья	Альпина	90×40		искусственный ротанг	складная	4900	s1_175
Мебель		Кровать-бокс	Атлант	160×200	бежевый	рогожка	с интегрированным матрасом и нишей	52400	s1_176
Мебель		Парта школьная регулируемая	Школьник		синий		с наклонной столешницей	14700	s1_177
Мебель		Стол обеденный	Берлин	140×80	белый, дуб		раздвижной, прямоугольный, прямоугольный раздвижной	24800	s1_178
Мебель		Шкаф-купе	Стокгольм	200×60×220	дуб артизан		3-дверный, с зеркалом, 3-дверный с зеркалом	46800	s1_179
Мебель		Стол офисный руководительский		200×100	орех	шпон ореха	с приставкой	87400	s1_180
Мебель		Шкаф 4-дверный		200×55×210	ясень шимо		4-дверный	38700	s1_181
Мебель		Диван угловой	Луара	280×170	изумрудный	велюр	угловой, ниша для белья	64200	s1_182
Мебель		Комод-консоль	Прага	110×35×85	орех	шпон ореха	классика	26800	s1_183
Мебель		Прикроватный комод	Орлеан	50×40×60	белый		3 ящика, патина	9700	s1_184
Мебель		Балдахин	Камелия		розовый		на стойке, детский на стойке, тюль с золотыми звёздами	4800	s1_185
Мебель		Ваза стеклянная цилиндр		D10×25	прозрачный	стекло		990	s1_186
Мебель		Фоторамка	Геометрия	25×25	латунь	латунь		1400	s1_187
Мебель		Ключница настенная	Дания	40×8×25	дуб артизан		с полкой, настенная, с полкой и крючками	1800	s1_188
Мебель		Зеркало напольное	Орхидея	60×170	белый		с подсветкой, напольное, патина, в раме с подсветкой	17800	s1_189
Мебель		Кровать-бокс	Меридиан	160×200	графит	экокожа	с встроенным матрасом	48700	s1_190
Мебель		Балконный столик складной	Альпина	60×40		металл, ротанг	складной	3700	s1_191
Мебель		Кресло компьютерное	Бюрократ		чёрная			7990	s1_192
Мебель		Стойка для системного блока	Лофт		венге	ЛДСП	лофт, на колёсах	1900	s1_193
Мебель		Картина-постер	Барселона, Sagrada Familia	40×60	чёрная			1500	s1_194
Мебель		Стул барный	Турин		хром	экокожа	с регулируемой высотой	5400	s1_195
Мебель		Прихожая	Модерн	160 см	белый		глянец, с вешалкой и тумбой	24700	s1_196
Мебель		Стеллаж лестница	Глория	50×35×170	чёрный, дуб	металл		5200	s1_197
Мебель		Стол фуршетный круглый		D150			складной, круглый, с белой скатертью, на 10 персон, складной с белой скатертью	8400	s1_198
Мебель		Шторы рулонные	Модерн	80×170	серый			1700	s1_199
Мебель		Тюль готовый	Венеция	400×270	бежевый			3200	s1_200
Мебель		Барный шкафчик	Флоренция	60×20×60	чёрный, дуб		настенный	6900	s1_201
Мебель		Тумба прикроватная	Версаль	50×40×55	орех		с двумя ящиками, патина, с двумя ящиками и резьбой	14700	s1_202
Мебель		Кровать	Натура	160×200	дуб	массив	из массива дуба	52400	s1_203
Мебель		Кровать-машинка	Малыш	80×170			с матрасом	19700	s1_204
Мебель		Книжный шкаф со стеклянными дверцами	Венеция	120×40×220	белый, золото	стекло	классика	78900	s1_205
Мебель		Кресло руководителя	Director		чёрное	натуральная кожа	из натуральной кожи	28500	s1_206
Мебель		Диван прямой	Берлин		графит	рогожка, ткань	прямой	31200	s1_207
Мебель				160×200				26800	s1_208
Мебель		Полка-стеллаж	Орбита			металл, дерево	подвесная, подвесная 5 ячеек	4400	s1_209
Мебель		Кресло Lounge	Авангард		горчичный	велюр, металл		24700	s1_210
Мебель		Сервант	Венеция-Lux	160×40×190	орех	стекло	LED, с подсветкой LED, стеклянные дверцы	76800	s1_211
Мебель		Диван прямой	Эдинбург	230×100	синий	велюр	раскладной, прямой	42800	s1_212
Мебель		Кухонный модуль нижний	Палермо	80×60	серый, кашемир		3 ящика, soft-close, 3 ящика soft-close	11400	s1_213
Мебель		Стол ЛДСП белый			белый	ЛДСП		6700	s1_214
Мебель		Диван 2-местный	Бергамо	160×85	серый	рогожка	2-местный, на ножках, без раскладки	24700	s1_215
Мебель		Кровать-бокс	Балтика	180×200	капучино	велюр, тик	на пружинном блоке независимом	59700	s1_216
Мебель		Стул кухонный	Прага		белый, хром	экокожа	2 шт, комплект из 2 шт	4800	s1_217
Мебель		Фоторамка дизайнерская art-серия		30×40	бронза	бронза	дизайнерская, для интерьера, с эмалью	2700	s1_218
Мебель		Зеркало	Венеция	D80	золото		настенное, круглое, золочёная с лепниной, настенное круглое, рама золочёная с лепниной	7800	s1_219
Мебель		Кровать латунная	Ренессанс	160×200	латунь	латунь	лакированная, с витыми спинками	94800	s1_220
Мебель		Диван угловой	Луара	280×170	капучино		угловой, ниша для белья	61700	s1_221
Мебель		Стол обеденный	Тоскана	180×85	дуб	массив дуба	раздвижной, раздвижной 140–, массив дуба	46900	s1_222
Мебель		Подушка декоративная	Тоскана	50×30	песочный	лён	песочный с кистями	1800	s1_223
Мебель		Поделочный ящик	Мастер	40×25×20	натуральный		сосна натуральная	1800	s1_224
Мебель		Бра	Камея		бронза	металл, бронза, стекло	2 шт, 2 шт в комплекте	6700	s1_225
Мебель		Парта ростовая	Авангард		белый		с электроподъёмом столешницы	28700	s1_226
Мебель		Кровать водяная	Луара	200×200	графит	экокожа	king-size с системой подогрева	134800	s1_227
Мебель		Шторы рулонные		100×170	голубой			1900	s1_228
Мебель		Тумба под умывальник	Бергамо	80×45×55	белый, дуб		с одной дверцей, матовый	15400	s1_229
Мебель		Зеркало с подсветкой	Полярная	60×80			IP44, с подсветкой, антипар, прямоугольное	9800	s1_230
Мебель		Кровать кованая	Шантильи	160×200	серый		состаренное, с букетным узором	47200	s1_231
Мебель		Торшер	Лофт		чёрный	металл	лофт	5400	s1_232
Мебель		Журнальный столик мраморный	Версаль	100×60	латунь	мрамор, латунь	овальный	36800	s1_233
Мебель		Полка настенная угловая	Орбита	30×30×60	белый		настенная, угловая	1300	s1_234
Мебель		Тумба под раковину	Капри	60×45×80	белый, дуб артизан		напольная	11900	s1_235
Мебель		Покрывало		200×220	золото, шампань		с строчкой	5800	s1_236
Мебель		Журнальный столик	Бергамо	60×45	латунь	мрамор, латунь	на колёсах	9800	s1_237
Мебель		Банкетка длинная	Стокгольм	180×40×45	молочный, дуб артизан	лён		14400	s1_238
Мебель		Раскладной стол	Карина	90×60	ясень шимо		раскладной	12700	s1_239
Мебель		Стенка-горка	Орхидея	300 см	белый, розовый, пудровый		глянец, подсветка	48700	s1_240
Мебель		Покрывало летнее	Тюльпан	220×240	оливковый	хлопок		4700	s1_241
Мебель		Тумбочка с яшиками	Соната	50×40×60	дуб сонома	ЛДСП		4700	s1_242
Мебель		Стойка для одежды	Натура			массив	с полкой, из массива бука с полкой для обуви	6800	s1_243
Мебель		Шкаф-витрина	Стокгольм	100×40×200	белый, дуб артизан		скандинавский	36400	s1_244
Мебель		Книжная полка настенная	Архив	100×25	орех		настенная	1900	s1_245
Мебель		Журнальный столик из массива дуба	Натура	90×50 см	дуб	массив		14500	s1_246
Мебель		Гарнитур кухонный угловой		2.4×1.8	белый, дуб артизан		угловой, матовый	87900	s1_247
Мебель		Парта-трансформер	Олимп	110×55	белый, мятный		с пеналом и ящиками	14700	s1_248
Мебель		Шкаф-пенал	Венето	35×28×195	серый		матовый, с корзиной для белья	13400	s1_249
Мебель		Тумба прикроватная	Натура	50×40×55		массив	из массива сосны	7900	s1_250
Мебель		Кровать	Берлин	90×200	белый		глянец	12400	s1_251
Мебель		Комод	Аделина	100×45×85	дуб сонома		6 ящиков	13700	s1_252
Мебель		Кровать водяная	Атлантик	200×200		лён, тик	LED, с термоуправлением, king-size с термоуправлением и LED-подсветкой	124700	s1_253
Мебель		Ваза напольная	Версаль	60 см	бежевый	керамика	напольная	4900	s1_254
Мебель		Тумба под умывальник	Аква	100×45×60	белый, серый		со столешницей	22800	s1_255
Мебель		Шкаф-витрина	Корсика	100×40×200	белый, золото		классика, состаренный	43700	s1_256
Мебель		Зеркало-трюмо	Аделаида	80×40×170	бук бавария		с тумбой, с тумбой и ящиками	28700	s1_257
Мебель		Кровать-домик	Сказка	80×190	белый	массив	с крышей, массив сосны	19800	s1_258
Мебель		Кровать с тумбами в изголовье	Премьер	160×200	белый, дуб артизан	ЛДСП	матовый	36700	s1_259
Мебель		Картина	Виктория, Анфилада	70×100			классика	6800	s1_260
Мебель		Покрывало	Адриатика	200×220	морская волна	жаккард, хлопок, тик		4900	s1_261
Мебель		Корзина плетёная декоративная	Флоренция	35×35×40	бежевый	ротанг		1900	s1_262
Мебель		Тумба под ТВ	Меридиан	160×40×45	латунь, орех	шпон ореха, латунь		19800	s1_263
Мебель		Кресло	Орлеан		горчичный	велюр, ткань	ручной	31900	s1_264
Мебель		Тумба под умывальник	Лагуна	90×45×55			со столешницей искусственный камень	19800	s1_265
Мебель		ТВ-тумба	Дакота	160×40×45	чёрный, дуб сонома			9400	s1_266
Мебель		Кресло подвесное	Тропик		бежевый, натуральный	натуральный ротанг	подвесное, swing chair с подушкой	34700	s1_267
Мебель		Шкаф-витрина	Аметист	120×40×210	золото, орех		с подсветкой, с патиной	52800	s1_268
Мебель		Зеркало-трюмо	Орхидея	75×40×155	белый		с пуфом, глянец	22400	s1_269
Мебель		Стенка-горка	Меган	300 см	ясень шимо			46700	s1_270
Мебель		Кресло гостиничное	Стандарт		серый	рогожка, массив	ножки массив, для номера	14200	s1_271
Мебель		Стол обеденный	Равенна	D120	белый	МДФ	раздвижной, круглый, матовый, круглый раздвижной	31900	s1_272
Мебель		Светильник настольный	Эссен	35 см	белый	керамика		4500	s1_273
Мебель		Стул	Льеж		пыльно-розовый	велюр	ножки бук, обеденный с мягким сиденьем	8400	s1_274
Мебель		Картина в раме 50×70	Подсолнухи	50×70	золото	дерево	картина в раме	3700	s1_275
Мебель		Декоративная ваза керамика 35 см		35 см	розовый	керамика	нежно- с золотым ободком	2400	s1_276
Мебель		Шкатулка декоративная	Палаццо	30×20×15	венге	дерево	с гравировкой	4200	s1_277
Мебель		Двуспальная кровать	Эра	180×200	капучино	кожзам	каретная стяжка	47900	s1_278
Мебель		Прикроватный коврик	Малыш	80×140			детский с принтом облака	1800	s1_279
Мебель		Шкаф пенал для ванной	Адриатика	35×30×170	белый	тик	для ванной, глянец	7800	s1_280
Мебель		Кухонный модуль нижний угловой	Бергамо	90×90	белый		угловой	13700	s1_281
Мебель		Угловой шкаф в прихожую	Атриум	90×90×220	ясень светлый		угловой	19800	s1_282
Мебель		Дорожка ковровая		80×300	бежевый	шерсть		6400	s1_283
Мебель		Пуф-куб	Лофт	45×45	графит	рогожка	лофт	2700	s1_284
