product_name;price_rub
Кровать «Сицилия» 160×200 с подъёмным механизмом, экокожа бежевая, классика;36400
Стол журнальный сервировочный на колёсах 70×50×65, дуб артизан, металл хром;12400
Кровать «Лофт» 160×200 на металлокаркасе, лиственница;33200
Тумба-подставка под ТВ «Норд» 180 см, ясень светлый, скандинавский стиль;15700
Тумба гостиничная прикроватная 50×40×55 с USB и розеткой, дуб артизан;9800
Диван-кровать прямой «Айова» 200×95 еврокнижка, рогожка светло-серая;37400
Журнальница «Венеция» 3-секционная настенная, дуб артизан, 40×15×50;2400
Консоль «Беверли» 140×35×80, шпон ореха, ножки латунь;24500
Навесной шкафчик «Венето» для ванной 60×20×60, белый глянец, 2 дверцы;6400
Стол туалетный «Орхидея» с зеркалом-бабочка и ящиками, белый матовый;23400
Кресло «Шанхай» восточное лакированное чёрное с резьбой, классика;34700
Шкаф 3-створчатый распашной «Эконом» 150×55×210, ЛДСП дуб сонома;398
Кровать-бокс «Орфей» 140×200 с ортопедическим основанием в комплекте, рогожка серая;39800
Кровать «Орлеан» 160×;36800
Шкаф «Карина» 2-дверный с антресолью, 90×55×240, ясень шимо;22400
Балконный складной стол круглый D60, металл/тик, серия Лайт;3900
Кресло-реклайнер «Орлеан» с электроподъёмом и USB, кожа PU чёрный;72400
Диван модульный «Манхэттен» 320×170 с реклайнером электрическим, кожа коричневая;142800
Подставка под цветок «Венеция» кованая 40×40×90, бронза;3200
Кухонный остров «Палермо» 180×90×90 с барной стойкой и индукцией, чёрный матовый/дуб;124700
Покрывало «Орхидея» 220×240 атлас, нежно-сиреневый, в подарочной упаковке;7700
Картина «Барселона» 80×60 «Парк Гуэль», холст матовый, рама дерево;4800
Точечный светильник встраиваемый «Меридиан» LED 5 Вт, белый, комплект 6 шт;2200
Реклайнер «Орлеан» кресло-качалка с пуфом, кожа коричневая;42700
Барный стол высокий «Дакота» 60×60×110, ЛДСП венге;5800
Декоративная гирлянда «Флоренция» LED-розы 3 м, тёплый белый, USB;1900
Журнальный столик мраморный «Карерра» круглый D80, натуральный мрамор/латунь;31700
Кресло компьютерное «Бергамо» сетка серая, поясничный упор, газлифт класс 4;14900
Картина «Стокгольм» 60×80 «Скандинавский лес», холст+багет;3900
Туалетный столик «Ариэль» 100×40×140 с зеркалом и подсветкой LED, розовое золото;22800
Кресло-бергер «Виктория» классическое каретная стяжка, велюр пыльный голубой;52400
Кресло-папасан «Бали» ротанг натуральный, подушка велюр серый, D110;18700
Кресло компьютерное «Бергамо» сетка синяя, поясничный упор, газлифт класс 4;14900
Двуспальная кровать «Венеция» 160×200 классика, массив бука, цвет вишня;58900
Декоративный шар «Орбита» сет 3 шт разного диаметра, мрамор/металл;3700
Статуэтка «Будда» 30 см бронзовая, медитация, декор;3700
Парта-трансформер «Школьник» детская растущая, голубой;11200
Тумба под ТВ 120 см, белый глянец с подсветкой;13500
Диван-канапе «Меран» классический полутораместный, гобелен флор, ножки массив;43800
Комод узкий «Минск» 40×40×120 пенал с 5 ящиками, белый матовый;14200
Зеркало с фоторамкой «Прага» 60×80 со встроенными рамками 4 шт, состаренная медь;4700
Комод узкий «Версаль» 60×40×120 с 4 ящиками, классика, белый/золотая патина;18900
Полка настенная навесная «Берлин» 90×20, дуб сонома;1400
Балконный складной столик прямоугольный 70×40, металл/тик;4200
Кровать водяная двуспальная «Лагуна» 180×200 с подогревом и виброгасителем, экокожа графит;78900
Подставка под цветок керамическая 20×20×35, белая глазурь;145000
Подвеска люстра «Премиум» 6 ламп, хрустальная под старину;24700
Шкаф-горка «Меридиан» 320×45×200, ясень шимо тёмный, со светодиодной подсветкой;52800
Стул барный «Турин» с регулируемой высотой, экокожа белая, хром;5400
Кровать «Зефир» детская 80×160 с бортиками, ЛДСП розовый/белый;14800
Стол письменный угловой «Авангард» 140×140 для двоих детей, белый;19400
Кровать односпальная «Тюльпан» 90×200, мягкое изголовье велюр салатовый;19700
Балконный складной стул с мягким сиденьем, текстилен/металл, антрацит;3700
Зеркало-трюмо «Палаццо» с подсветкой и сенсором, 80×40×165, белый/золото;33400
Зеркало напольное «Палаццо» в раме барокко, 70×180, золото с патиной;19400
Диван прямой «Бостон» 3-местный, кожзам белый, ножки хром;38900
Зеркало-трюмо «Версаль» классическое с подсветкой и пуфом, 90×40×170, золото;36800
Шторы 2×140×260 жаккард, светло-сиреневый, серия Базовая;5900
Обеденный стол овальный «Эра» 160×90, орех, классика;34900
Шторы блэкаут «Иней» 2×150×270, серебристо-голубой;6700
Кресло-реклайнер «Бостон» с подножкой, экокожа коричневая, ручной механизм;28900
Кровать гостиничная «Делюкс» 180×200 с изголовьем-панелью, велюр серый, для отелей;42700
Цветочная подставка «Флоренция» напольная 5-ярусная, металл чёрный;3800
Кресло Lounge «Стокгольм» с пуфом, тканевая обивка серый меланж, ножки бук;28900
Стул барный «Турин» с регулируемой высотой, экокожа красная, хром;5400
Подсвечник «Флоренция» латунь на 5 свечей, 30×15, ветвящийся;2700
Стол обеденный «Палермо» 160×90 раздвижной, ЛДСП глянец белый, опоры металл;19400
Балконная складная скамья «Альпина» 90×40, ротанг искусственный, кофе;4900
Кровать-бокс «Атлант» 160×200 с интегрированным матрасом и нишей, рогожка беж;52400
Парта школьная регулируемая «Школьник» с наклонной столешницей, синяя;14700
Стол обеденный «Берлин» 140×80 прямоугольный раздвижной, белый/дуб;24800
Шкаф-купе «Стокгольм» 200×60×220 3-дверный с зеркалом, дуб артизан;46800
Стол офисный руководительский 200×100 с приставкой, шпон ореха;87400
Шкаф 4-дверный 200×55×210, ясень шимо тёмный, серия Стандарт;38700
Диван угловой «Луара» 280×170 еврокнижка, велюр изумрудный, ниша для белья;64200
Комод-консоль «Прага» 110×35×85, шпон ореха, классика;26800
Прикроватный комод «Орлеан» 50×40×60, 3 ящика, белый патина;9700
Балдахин «Камелия» детский на стойке, тюль розовый с золотыми звёздами;4800
Ваза стеклянная цилиндр D10×25, прозрачное стекло;990
Фоторамка «Геометрия» шестигранник 25×25, латунь;1400
Ключница настенная «Дания» с полкой и крючками 40×8×25, дуб артизан;1800
Зеркало напольное «Орхидея» в раме с подсветкой, 60×170, белый патина;17800
Кровать-бокс «Меридиан» 160×200 с встроенным матрасом, экокожа графит;48700
Балконный столик складной «Альпина» 60×40, металл/ротанг;3700
Кресло компьютерное «Бюрократ» CH-868, эргономическое, сетка чёрная;7990
Стойка для системного блока «Лофт» на колёсах, ЛДСП венге;1900
Картина-постер «Барселона» 40×60 «Sagrada Familia», графика, рама чёрная;1500
Стул барный «Турин» с регулируемой высотой, экокожа кофейная, хром;5400
Прихожая «Модерн» с вешалкой и тумбой, 160 см, белый глянец;24700
Стеллаж лестница «Глория» 5 полок, металл чёрный/дуб светлый, 50×35×170;5200
Стол фуршетный круглый D150 складной с белой скатертью, на 10 персон;8400
Шторы рулонные «Модерн» 80×170, день-ночь, серый;1700
Тюль готовый «Венеция» 400×270, вуаль, бежевый;3200
Барный шкафчик «Флоренция» настенный 60×20×60, дуб/чёрный, держатели бокалов;6900
Тумба прикроватная «Версаль» с двумя ящиками и резьбой, 50×40×55, орех патина;14700
Кровать «Натура» из массива дуба 160×200, без матраса;52400
Кровать-машинка «Малыш» 80×170 с матрасом, гоночная красная;19700
Книжный шкаф со стеклянными дверцами «Венеция» 120×40×220, классика, белый/золото;78900
Кресло руководителя «Director» из натуральной кожи, чёрное, 5-star base;28500
Диван прямой «Берлин» аккордеон, ткань рогожка графит;31200
160×200;26800
Полка-стеллаж «Орбита» подвесная 5 ячеек, металл/дерево;4400
Кресло Lounge «Авангард» каркас металл/велюр горчичный;24700
Сервант «Венеция-Lux» 160×40×190 с подсветкой LED, стеклянные дверцы, орех;76800
Диван прямой «Эдинбург» 230×100 раскладной, велюр темно-синий;42800
Кухонный модуль нижний «Палермо» 80×60, серый кашемир, 3 ящика soft-close;11400
Стол ЛДСП белый;6700
Диван 2-местный «Бергамо» 160×85 на ножках, рогожка светло-серая, без раскладки;24700
Кровать-бокс «Балтика» 180×200 на пружинном блоке независимом, велюр капучино;59700
Стул кухонный «Прага» хром + экокожа белая, комплект из 2 шт;4800
Фоторамка дизайнерская art-серия 30×40, бронза с эмалью, для интерьера;2700
Зеpкало «Венеция» настенное D80 круглое, рама золочёная с лепниной;7800
Кровать латунная «Ренессанс» 160×200 с витыми спинками, лакированная латунь;94800
Диван угловой «Луара» 280×170 еврокнижка, шенилл капучино, ниша для белья;61700
Стол обеденный «Тоскана» раздвижной 140–180×85, массив дуба;46900
Подушка декоративная «Тоскана» 50×30 валик, лён песочный с кистями;1800
Поделочный ящик «Мастер» сосна натуральная, 40×25×20, без крышки;1800
Бра «Камея» 2 шт в комплекте, металл бронза, плафон стеклянный янтарный;6700
Парта ростовая «Авангард» с электроподъёмом столешницы, белая;28700
Кровать водяная «Луара» king-size 200×200 с системой подогрева, экокожа графит;134800
Шторы рулонные 100×170 день-ночь, светло-голубой;1900
Тумба под умывальник «Бергамо» 80×45×55 с одной дверцей, белый матовый/дуб;15400
Зеркало с подсветкой «Полярная» 60×80 прямоугольное, антипар, IP44;9800
Кровать кованая «Шантильи» 160×200 с букетным узором, состаренное серебро;47200
Торшер «Лофт» металлический штатив, плафон чёрный;5400
Журнальный столик мраморный «Версаль» овальный 100×60, мрамор кракелюр/латунь;36800
Полка настенная угловая «Орбита» 30×30×60, белая;1300
Тумба под раковину «Капри» напольная 60×45×80, дуб артизан/белый;11900
Покрывало 200×220 атласное стёганое, шампань с золотой строчкой;5800
Журнальный столик «Бергамо» сервировочный 60×45, мрамор/латунь, на колёсах;9800
Банкетка длинная «Стокгольм» 180×40×45, лён молочный, ножки дуб артизан;14400
Раскладной стол «Карина» 90×60–150, ясень шимо;12700
Стенка-горка «Орхидея» модульная 300 см, белый глянец/розовая пудра, подсветка;48700
Покрывало летнее «Тюльпан» 220×240, хлопок-сатин, оливковый;4700
Тумбочка с яшиками «Соната» 50×40×60, ЛДСП дуб сонома;4700
Стойка для одежды «Натура» из массива бука с полкой для обуви;6800
Шкаф-витрина «Стокгольм» скандинавский 100×40×200, дуб артизан/белый;36400
Книжная полка настенная «Архив» 100×25, орех;1900
Журнальный столик из массива дуба «Натура», 90×50 см;14500
Гарнитур кухонный угловой 2.4×1.8 м, белый матовый/дуб артизан;87900
Парта-трансформер «Олимп» 110×55 с пеналом и ящикaми, белый/мятный;14700
Шкаф-пенал «Венето» узкий 35×28×195, серый матовый, с корзиной для белья;13400
Тумба прикроватная «Натура» из массива сосны, 50×40×55;7900
Кровать «Берлин» односпальная подростковая 90×200, белый глянец;12400
Комод «Аделина» 6 ящиков, 100×45×85, дуб сонома;13700
Кровать водяная «Атлантик» king-size 200×200 с термоуправлением и LED-подсветкой;124700
Ваза напольная «Версаль» керамика, 60 см, бежевый кракелюр;4900
Тумба под умывальник «Аква» 100×45×60 со столешницей, серый шёлк/белый;22800
Шкаф-витрина «Корсика» классика, 100×40×200, состаренный белый/золото;43700
Зеркало-трюмо «Аделаида» с тумбой и ящиками 80×40×170, бук бавария;28700
Кровать-домик «Сказка» 80×190 с крышей, массив сосны, белый;19800
Кровать с тумбами в изголовье «Премьер» 160×200, ЛДСП дуб артизан/белый матовый;36700
Картина «Виктория» 70×100 «Анфилада», холст+багет золочёный, классика;6800
Покрывало «Адриатика» 200×220 хлопок жаккард, морская волна;4900
Корзина плетёная декоративная «Флоренция» 35×35×40, ротанг бежевый;1900
Тумба под ТВ «Меридиан» 160×40×45, шпон ореха, ножки латунь;19800
Кресло «Орлеан» ручной механизм реклайнер, ткань велюр горчичный;31900
Тумба под умывальник «Лагуна» 90×45×55 со столешницей искусственный камень;19800
ТВ-тумба «Дакота» 160×40×45, дуб сонома/чёрный;9400
Кресло подвесное «Тропик» swing chair с подушкой, ротанг натуральный, бежевый;34700
Шкаф-витрина «Аметист» с подсветкой 120×40×210, орех с золотой патиной;52800
Зеркало-трюмо «Орхидея» с пуфом, 75×40×155, белый глянец;22400
Стенка-горка «Меган» 300 см, ясень шимо светлый/тёмный, ниша под ТВ;46700
Кресло гостиничное «Стандарт» для номера, рогожка серая, ножки массив;14200
Стол обеденный «Равенна» круглый D120 раздвижной, МДФ матовый белый;31900
Светильник настольный «Эссен» 35 см, керамика белая, абажур льняной;4500
Стул «Льеж» обеденный с мягким сиденьем, велюр пыльно-розовый, ножки бук;8400
Картина в раме 50×70 «Подсолнухи», репродукция, багет дерево золото;3700
Декоративная ваза керамика 35 см, нежно-розовый с золотым ободком;2400
Шкатулка декоративная «Палаццо» дерево с гравировкой, 30×20×15, цвет венге;4200
Двуспальная кровать «Эра» 180×200, кожзам капучино, изголовье каретная стяжка;47900
Прикроватный коврик «Малыш» детский 80×140 с принтом облака;1800
Шкаф пенал для ванной «Адриатика» 35×30×170, белый глянец;7800
Кухонный модуль нижний угловой «Бергамо» 90×90, белый, мойка;13700
Угловой шкаф в прихожую «Атриум» 90×90×220, ясень светлый;19800
Дорожка ковровая 80×300 ясень/беж, шерсть;6400
Пуф-куб «Лофт» 45×45, рогожка графит;2700
Прихожая угловая «Уют» 100×100×210, белый/дуб сонома, с обувницей;22800
Гирлянда-штора «Метелица» LED 3×2 м, 300 ламп, тёплый белый;2200
Кухонный модуль «Премиум-Бергамо» 90×60×90 с интегрированной посудомойкой, белый матовый;48700
Винная стойка «Флоренция» напольная на 24 бутылки, металл чёрный/дерево;7800
Кресло-папасан «Бали» ротанг натуральный, подушка велюр зелёный, D110;18700
Шторы льняные «Тоскана» 2×145×270 натуральный лён, тёплый бежевый;7900
Стол письменный 140×60 ЛДСП дуб сонома;8400
Обувница «Альпы» закрытая 90×30×90, белый матовый, 3 откидных секции;7800
Плед «Натура» 130×170 хлопок, вязаный, молочный;3400
Стеллаж угловой «Самара» 5 полок, ЛДСП дуб сонома;6700
Диван-софа «Аделина» 2-местная, велюр изумрудный;28600
Кpoвать «Бергaмо» 160×200 с подъёмным механизмом, велюр пыльно-розовый;36800
Диван секционный «Бруклин» 380×190 п-образный, велюр горчичный, 7 мест;128700
Диван прямой 3-местный «Орбита» велюр;249000
Журнальный стол «Лофт» 100×60, металлическая опора + дуб;9800
Ковёр-циновка из джута 160×230, натуральный;4700
Покрывало 200×220 жаккард, цветочный паттерн оливковый;5400
Кровать с тумбами в изголовье «Версаль» 180×200, классика орех патина, изголовье каретка;58900
Бра «Камелия» с тканевым абажуром, латунь матовая, абажур розовый;3400
Cтул барный «Лион» массив бука, сиденье круглое, лак;5400
Зеркало art-объект «Геометрия» из шестиугольных модулей 80×100, латунь;32700
Кровать с антресолью «Гранд» 90×200 с лестницей-комодом, дуб артизан/синий;38400
Кровать с тумбами в изголовье «Стокгольм» 160×200, дуб артизан, скандинавский стиль;42900
Декоративная фоторамка «Тоскана» 20×30, дерево с патиной;52
Лампа настольная с диммером и USB, пластик чёрный;1800
Картина на холсте «Барселона» 60×80 «Готический квартал», багет дерево;4200
Пуф «Кокон» круглый, велюр горчичный, D40;3200
Складной стол «Терраса» 70×50, металл/HPL белый, для балкона;3700
Зеркало напольное «Прага», 50×170, рама дерево, цвет венге;9800
Журнальный столик круглый D70, мрамор натуральный/латунь;17800
Шкаф купе «Премиум» 250×65×240 с зеркалом и подсветкой, орех/чёрный глянец;87900
Бра LED с сенсором движения, белый, для прихожей;2300
Кровать «Аврора» 180×200 мягкое изголовье капитоне, велюр пудровый;41500
Кресло ушастое «Эдинбург» с банкеткой, шотландская клетка, ножки дуб;42500
Кровать гостиничная «Стандарт» 90×200 двойная для номера, экокожа кремовая;14800
Шкаф-горка «Орхидея» с подсветкой 300 см, бук бавария/состаренное золото;58700
Стеллаж открытый «Берлин» 6 секций, белый;7900
Зеркало настенное «Минск» круглое D50, рама металл графит;3200
Тумба прикроватная «Стокгольм» 45×40×50 на ножках, дуб артизан, скандинавский;6700
Ковёр вискозный «Модерн» 160×230, абстрактный графит/беж;14700
Книжный шкаф «Библиотека» 4-секционный, 200×35×220, венге;43500
Полубарный стул «Италия» 65 см, велюр оливковый, ножки латунь;6800
Обувница «Норвегия» откидная 80×22×85, дуб артизан, 2 секции;5400
Стул складной кухонный металл/дерево, бук, серия Лайт;1900
Покрывало «Орхидея» 200×220 жаккард, цветочный узор, светло-розовый;6400
Кресло-качалка «Прага» из ротанга, подушка бежевая;17800
Вешалка-стойка «Дания» из массива бука 45×45×175, натуральный лак;7900
Кровать-машинка «Авангард» 80×170 LED-подсветка, синяя, гоночная;24700
Подставка под цветок напольная, ротанг искусственный, 80 см;2400
Журнальный столик из массива «Натура» круглый D80, скандинавский натуральный;22400
Плед шерстяной «Венеция» 200×220 шотландская клетка;4700
Шкаф «Орхидeя» 3-створчатый 150×55×210, белый патина, зеркальные вставки;33800
Учебный стол «Гранд» 140×70, ЛДСП дуб артизан/графит, кабель-канал;13900
Зеркало-трюмо «Виктория» с табуретом, 80×40×150, белый/золото;24800
Подсвечник декоративный «Готика» 50 см кованый чёрный, на 5 свечей;4800
Барный стул «Кокон» поворотный, велюр пудровый;6300
Диван-кровать трансформер «Берн» 220×100 с механизмом тик-так, рогожка серая;58400
Тумба под раковину «Адриатика» подвесная 80×45, белый глянец;14800
Кухонный гарнитур прямой «Палермо» 2.0 м, белый/серый кашемир, столешница ЛДСП;58700
Декоративная подушка «Аметист» 45×45, бархат бордо с золотыми кистями;1800
Кухоный гарнитур прямой 1.6 м, ЛДСП белый матовый, эконом;32400
Ковёр «Прага» 200×300, шерсть/хлопок, орнамент;19400
Учебная парта «Эверест» подростковая 120×60 с регулировкой наклона, дуб/синий;16800
Пенал кухонный «Бергамо» 60×60×210, белый матовый, духовой шкаф;19800
Кровать с антресолью «Эверест» 90×200, рабочее место и шкаф, графит/жёлтый;42800
Тyмбa «Версаль» прикроватная с резьбой, 50×40×55, орех патина;10400
Зеркало декоративное «Прованс» 50×70 с резной рамой, белая патина;6700
Зеркало напольное «Камелия» в раме с подсветкой, 50×170, белый/розовая пудра;14700
Поделочный ящик «Эра» дерево с резьбой, 35×25×18, цвет орех;2700
Свечи ароматические «Тоскана» набор 3 шт, ваниль/корица/сандал;2200
Тумба под умывальник «Бергамо» 100×45×55 двойная с двумя раковинами, дуб артизан;28400
Кресло клубное «Нью-Йорк Club» с подлокотниками, экокожа коричневая, классика;46700
Тумба под ТВ из массива «Натура» 150 см, орех;22800
Стол письменный из массива сосны «Натура» 120×65, лак;19400
ТВ-стенка модульная «Берлин», 280 см, венге/дуб сонома;26900
Подушка «Лофт» 40×60 валик, кожзам коричневый;1300
Прихожая модульная «Берлин» 240×40×210, дуб сонома/венге, со шкафом и зеркалом;38400
Диван-канапе «Камелия» 2-местный, велюр пудровый, ножки гнутые золото;43700
Кресло гостевое «Глория» с высокой спинкой, рогожка серо-голубая;17900
Полка декоративная «Тоскана» настенная 60×20, дуб артизан с крючками;2400
Прихожая «Прага» модульная 120×30×210, белый/венге;19700
Кресло компьюторное «Минск» сетка серая, газлифт класс 3, эконом;7400
Кухонный фартук панель ПВХ 60×244 мрамор калакатта;1900
Шкаф для прихожей «Дания» 60×35×205, ясень шимо светлый, штанга и полки;13800
Тумба прикроватная «Полярная» подвесная, 50×35×35, белый матовый;5900
Шкатулка декоративная «Тиффани» дерево с витражной вставкой, 28×18×12;3800
Картина декоративная «Флоренция» абстракция 60×80, холст с фактурой;4700
Туалетный столик с зеркалом «Прага», 80×40×140, белый;16800
Шкаф-витрина «Тиффани» с гравировкой стекла, 80×40×195, белый патина;38900
Шкаф 3-дверный «Самара» с зеркалом, 150×55×210, ясень шимо светлый;31900
Кресло «Мадрид» поворотное, шенилл капучино, металлическая ножка;24700
Кровать водяная «Адриатик» 180×200 с термостатом, искусственная кожа кофе;87900
