product_name;price_rub
Гостевая кровать-раскладушка с матрасом 80 на 200, цвет серый;7400
Стеллаж в детскую с 6 цветными ящиками радуга, корпус белый;5400
Кровать-машинка в виде полицейской 80 на 160 см, бело-синяя;13800
Маленький игровой домик-палатка в детскую тканевый розовый, с окошками;3400
Шкаф детский с принтом единорогов 2-дверный, розовый с белым;13400
Большой торшер напольный с тканевым абажуром, оттенок графитовый;5400
Большая ароматическая свеча в керамической чаше с эвкалиптом;1450
Стулья обеденные простые из массива 6 шт, цвет натуральная сосна;9740
Высокий шкаф для лоджии с зеркальной дверцей 50 см, цвет белый матовый;8700
Кровать-ракета космическая для мальчика 80 на 170, оттенок серебристый с синим;18950
Уютная пеленальная тумба-комод с ванночкой выдвижной, оттенок белый с принтом облачков;8940
Модульный мягкий пуф-облако в детскую большой 90 см, плюш белый;4200
Шикарный туалетный столик для макияжа с круглым зеркалом и подсветкой, цвет розовый;15400
Просторный шкаф-купе двухдверный с витражным рисунком 160 см, цвет белый с цветным;19720
Прикроватнй тумбочки на колёсиках двухъярусной, оттенок дуб сонома;3420
Прикроватнй столик на металлических ножках с полкой 40 на 35, оттенок дуб сонома;2920
Кроватка-маятник для новорождённого с системой укачивания плавный ход, оттенок бук;9400
Большая консоль-стол с зеркалом для прихожей 120 на 30, оттенок чёрный матовый;7440
Раскладушка с ортопедической рейкой для дачи и гостей;5400
Кровать-домик с двускатной крышей 90 на 200, цвет белый, в детскую;14900
Маленький столик для сада круглый 70 см, под дерево;2900
Подушка декоративная 50 на 50, велюр серый;15800
Подставка-стойка для цветов кашпо вертикальный сад на пять горшков, оттенок медь;3470
Огромная и невероятно удобная двуспальная кровать «Аделина» с подъёмным механизмом 160 на 200 см, обивка экокожа тёмно-серая;33500
Беговая дорожка домашняя электрическая складная, цвет чёрный;38900
Прикроватный пуф мягкий круглый 40 см, обивка велюр изумрудный;2400
Качественнй подвесное кресло-яйцо плетёное для веранды на стойке, цвет бежевый;19400
Удобная складная кровать с матрасом 90 на 200, для гостей в малогабаритку;6900
Сканди-комод узкий из светлого дуба на тонких ножках, оттенок беленый дуб;11410
Кровать-машинка детская в виде гоночного болида 80 на 170, цвет красно-чёрный;15600
Удобный шезлонг садовый складной из ротанга, коричневый;5800
Удобное кресло-качалка из ротанга с мягкой подушкой, оттенок серый;11900
Большой подвесной кокон-кресло для двоих ротанговый со стойкой, тёмно-коричневый;31400
Симпатичная двусп. односп. кровать-трансформер 90-160 на 200 раздвижная, цвет белый;26460
Модульные мягкие пуфы-облака набор 3 шт разные размеры, светло-розовые;6700
Стеллаж со съёмными цветными контейнерами 9 секций, белый с яркими;6400
Большой диван-релакс с электрорегулировкой 220 см, экокожа коричневая;68900
Уютная кроватка для новорождённого с маятником и силиконовыми накладками, цвет белый;7700
Кухонный обеденный стол прямоугольный 120 на 70, цвет белый;5900
Высокая корзина плетёная для белья с крышкой 60 см, бежевая;3400
Кровать-чердак с балдахином-вигвамом и горкой для девочки 80 на 170, белая с розовым;19400
Кресло-кровать раскладное «Аккорд», обивка велюр серый;14500
Большой деревянный ящик-сундук для игрушек с мягким сиденьем, цвет белый;6400
Прованский шкаф для посуды с витриной и резными дверцами, цвет кремовый с патиной;26780
Двуспальная кровать с балдахином 160 на 200, цвет белый прованс;31500
Туалетный столик с LED-зеркалом для макияжа и ящиками для косметики, цвет белый;14400
Тумбочка прикроватная в ванную для полотенец и баночек, цвет светлый дуб 45х40х75;5400
Кухонный шкаф для духовки и микроволновки высокий, цвет белый с дубом;11470
Складная корзина-кофр для постельного белья 50 литров с ручками, цвет тёмно-серый;1850
Узкая прикроватная тумба с 2 ящиками для маленькой спальни, дуб сонома;3100
Корзина плетёная с крышкой для хранения мелочей, бежевая;1750
Супер-крутая кровать для подростка с подсветкой и USB-портами 90 на 200, чёрная;17800
Кровать-подиум двуспальная с ящиками 160 на 200, ткань рогожка серая;26700
Двухъярусная кровать с раскладным диваном внизу-кушеткой, обивка рогожка тёмно-серая;33400
Стеллаж кубик с разноцветными вставками 4 на 4, для детской;7800
Подставка под цветочные горшки в виде лестницы 4 яруса, чёрная;2700
Двуспальная односпальная кровать подростковая 120 на 200 с ящиками, цвет графит;14200
Уютная кроватка-домик для девочки 80 на 160 см, цвет белый, с крышей;11200
Восточная тахта-кушетка с подушками-валиками 180 см, обивка велюр изумрудный;19450
Стол письменный для двоих подростков длиной 160 см, цвет дуб сонома;8900
Большой кронштейн для подвесных растений на потолок 3 крюка, белый;2200
Декоративный сундук-комод деревянный для прихожей, цвет тёмное дерево с патиной;5790
Бра в стиле кантри с тканевым плафоном клетка, цвет дерево;2200
Симпатичная двухъярусная кровать для двоих детей, оттенок ольха;19800
Подушка с принтом кота смешного 40 на 40, бежевая;850
Невероятно уютное акцентное кресло «Кокон» цвет горчичный;14200
Сканди-кресло мягкое с деревянным каркасом, обивка велюр пыльно-розовый;13960
Кухонный мягкий уголок с угловым диваном с раскладкой и тумбой, цвет бежевый;26400
Огромная корзина-сундук для хранения одеял плетёная из джута, цвет;3800
Симпатичный пуф-сундук с мягким сиденьем 60 см, цвет графитовый;3700
Кресло детское компьютерное с регулировкой, обивка ткань розовая;5400
Подвесное кресло-яйцо на металлической стойке для гостиной, плетёное с белой подушкой;19400
Складная банкетка для веранды с мягким сиденьем 90 см, бежевая;4400
Барные стулья 2 шт с регулировкой по высоте, чёрные;5200
Большой игровой домик-палатка из плотного хлопка с пуговицами-узлами, бежево-белый;5700
Откидной стол на балкон 70 на 40 цвет белый со складными ножками, прочный кронштейн оттенок;3160
Кресло-качалка деревянная классическая, цвет орех;9800
Прекрсаный кухонный мягкий уголок «Кантри» с цветочной обивкой, бежевый с белым;25400
Журнальные столики набор 2 шт разной высоты, цвет чёрный с золотыми ножками;6420
Подвесной гамак на 2 человека, ткань разноцветная полоска;2900
Угловой письменный стол для маленькой комнаты 100 на 100, цвет белый;6700
Большая кровать двуспальная 180 на 200 с ортопедическим основанием, цвет белый;289
Туалетный столик-трюмо со встроенным освещением и розетками, оттенок белый матовый;18700
Большая гладильная доска с подставкой для утюга и розеткой, бежевая;4400
Сканди-стол обеденный круглый из ясеня светлого 110 см, цвет натуральный;13710
Барная стойка-стол узкая 120 на 40, цвет дуб сонома;5400
Кровать-машинка детская в виде гоночного болида формула один 80 на 170, ярко-красная с белым;16470
Прикроватная тумбочка с лампой и USB-розеткой;37000
Кровать-машинка спортивная с подсветкой 80 на 170, синяя гоночная;17400
Симпатичнй уголок кухонный мягкий с круглым столом, обивка велюр серый;19620
Гамак с навесом от солнца на стойке металлической, ткань полосатая бежевая с белым;9400
Шезлонг-кресло пляжное складное на колёсах, синий в полоску;4200
Подвесной гамак комнатный на стойке-каркасе, ткань цветная;7400
Стол обеденный круглый раздвижной 130 до 170 см, оттенок беленый дуб;14790
Угловой туалетный столик с зеркалом и подсветкой для маленькой спальни, белый;12400
Зеркало настенное для принцессы в раме с короной, цвет розовое золото;2860
Балдахин над кровать-чердак тканевый розовый со звёздочками;1950
Стол-консоль узкий 90 на 30 см, цвет белый, для прихожей;3800
Тумба для швейного оборудования и аксессуаров широкая, цвет белый дуб бежевый;6900
Подставка-стойка для цветов кашпо вертикальный сад на пять горшков, цвет белый;3470
Большой сервировочный столик-бар винный на колёсиках, оттенок чёрный с золотом;7890
Комплект на балкон: складной столик и два стула, цвет белый металл;5400
Большое кресло-реклайнер с электроприводом и подогревом, обивка экокожа коричневая;48740
Уютный торшер-дуга со светодиодной подсветкой, цвет чёрный;6800
Большая гладильная доска со столом-трансформером 130 на 40, белая с серым;5700
Кроватка для новорождённого с поперечным маятником и закрытым основанием, белая;7200
Японский угловой стеллаж для книг и керамики низкий, оттенок натуральная сосна;7360
Большая модульная пуф-секция облако в форме круга 100 см, плюш молочный;5400
Большая декоративная подушка-валик для дивана 50 см, лён бежевый;1450
Стеллаж в детскую с нишами разной формы, цвет белый;7200
Hygge-пуф вязаный мягкий круглый 50 см, оттенок кремовый;2710
Стол письменный космический с подсветкой галактика 120 см, цвет чёрный с фиолетовым;9720
Современная тумба под ТВ 120 см, белый глянец, в гостиную;6200
Зеркало напольное в полный рост в раме, цвет золото;5900
Стильный пуф-банкетка длинная для спальни 140 см, обивка велюр пыльно-розовый;5470
Гладильная доска с дополнительным мини-столиком для манжет, бежевая;4400
Двухсекционный шкаф на балкон с антресолью 80 см, оттенок дуб сонома;9700
Лофт-кровать металлическая с изголовьем-решёткой 160 на 200, цвет чёрный матовый;18910
Зеркало-шкафчик в ванную с подсветкой и розеткой внутри 70 см, белый;7800
Велотренажёр для всей семьи с регулировкой нагрузки и компьютером, чёрный;15700
Восточный диван без ножек низкий 200 см, обивка велюр изумрудный с подушками;24680
Маленький прикроватный журнальный столик-поднос со складными ножками, оттенок бук;2420
Откидная кровать-шкаф 140 на 200 с открытыми полками сбоку, венге;34900
Огромное подвесное кресло-яйцо для сада на стойке, плетёное;13500
Удобный садовый шезлонг лежак на колёсиках с тентом от солнца, цвет белый с синим;8400
Большая кровать-чердак угловая с лестницей-комодом 90 на 200, цвет ольха светлая;24800
Органайзер настольный для рукоделия с лотками выдвижными, цвет белый с розовым;3200
Велотренажёр горизонтальный реабилитационный с поддержкой спины, белый;17400
Лежанка для собаки прямоугольная с бортиком и подушкой, цвет шоколад;3910
Раскладная садовая мебель: стол с шестью стульями из массива, светлая сосна;19800
Большая прихожая п-образная со шкафом и пуфом-сундуком, оттенок дуб сонома;24890
Подвесная прикроватная полка-тумба с USB-разъёмами, цвет белый матовый;2870
Большой плетёный шезлонг-лежак из ротанга, тёмно-коричневый;9700
Симпатичная вешалка-стойка с зонтиком и обувной полкой, цвет чёрный матовый;3720
Невероятно удобный кресло-мешок для детской, цвет ярко-зелёный;2150
Кровать-полусфера в стиле космоса с круглым основанием 200 см, оттенок серебристый;39820
Походная кровать-раскладушка усиленная с пенопокрытием, хаки;6400
Лежанка-кровать для кошки мягкая со съёмным чехлом, оттенок молочный;1810
Удобное кресло-качалка с регулировкой спинки, обивка велюр серый;13800
Полка для специй настенная на 10 баночек деревянная с крючками для кружек;1640
Складной стол с местом для зонта 90 на 90, антрацит;5400
Вязаный плед бахрома 180 на 220, оттенок пыльно-розовый;4900
Большая корзина для хранения 50 литров плетёная, оттенок;2460
Компактный диван еврокнижка «Мини» 180 см, рогожка бежевая;19800
Эллиптический тренажёр складной для маленькой студии, оттенок белый матовый;21400
Спальный гарнитур классический с кроватью и двумя тумбочками, оттенок белый с золотом;38940
Тумба под ТВ длинная 180 см с ящиками, цвет дуб сонома;9700
Шкаф для девочки с принтом «Принцесса» с волшебным замком, цвет розово-белый;14920
Просторная двуспальная кровать 180 на 200 с ортопедическим основанием, цвет белый;28900
Кухонный мягкий уголок с круглой обивкой угла, обивка велюр горчичный;23800
Деревянное бра кантри с лампочкой Эдисона, светлая древесина;2700
Велотренажёр магнитный с поддержкой кардиоисследования, белый матовый;17400
Шкаф-купе 3-дверный с зеркалом 240 см;4290
Стол для подростка с подсветкой LED по краю столешницы 140 см, цвет белый;9700
Корзина плетёная для белья с откидной фронтальной дверцей, цвет натуральный бежевый;4400
Винная стойка настольная деревянная на 6 бутылок, оттенок орех;2150
Большая модульная пуф-секция «Облако» для детской 80 на 80, плюш белый;5700
Кровать односпальная двуспальная 90 на 200 с мягким изголовьем, велюр серый;13700
Контейнер под кровать на колёсиках с прозрачной крышкой 90 литров, цвет серый;1900
Кронштейн для подвесных растений настенный двойной, чёрный;1450
Откидная мини-кровать на балкон для гостей с матрасом 70 на 190, белая;9800
Простой садовый набор: стол и 2 кресла плетёные, тёмно-коричневый;9800
Стеллаж-кубики для хранения шесть ячеек с тканевыми ящиками, цвет белый с серым;6800
Игровая горка домашняя складная для детей 130 см, цвет розовый с белым;9890
Откидной столик для шитья настенный с отделениями, оттенок бук;4900
Большой угловой стол для маленькой кухни 90 на 90, белый;5800
Качели одноместные плетёные подвесные на цепях, бежевые;6700
Шведская стенка домашняя с турником и кольцами, цвет берёза;9700
Прикроватный пуф квадратный с ящиком, обивка лён бежевый;2900
Корзины плетёные набор 3 шт разного размера, натуральные;2900
Гладильная доска компактная складная настенная с креплением, цвет белый;4200
Кровать-машинка в виде грузовичка для мальчика 80 на 160, синяя с жёлтым;14200
Кресло бежевое серое в гостиную с подлокотниками, обивка рогожка;13900
Гладильная доска напольная складная с регулировкой высоты, серая обивка;3700
Комод для девочки в стиле принцессы с резными ножками, цвет белый с золотом;9880
Тахта односпальная с ящиками 90 на 200, обивка велюр графит;14800
Балдахин-вигвам джунгли с принтом листьев и обезьян, цвет зелёный с белым;2960
Журнальный столик стеклянный круглый 60 см, на металлических ножках;4900
Диван-кровать прямой 160 см с ящиком, ткань бежевая;26800
Корзина плетёная для белья на ножках с откидной крышкой, цвет ротанг бежевый;4100
Просторный обеденный стол овальный из массива бука 180 на 90, оттенок медовый;19580
Кровать с большим ящиком для белья 140 на 200, обивка велюр пыльно-розовая;22400
Кухонный уголок с диваном со спинкой высокой и круглым столом, обивка серый велюр;27400
Симпатичный модульный пуф-облако маленький 50 см, плюш молочный;2400
Японский низкий чайный столик котацу с подогревом и одеялом, цвет тёмное дерево;19870
Стулья-табуреты складные 2 штуки для маленькой кухни, антрацит;1850
Симпатичный туалетный столик с пуфом и зеркалом-сотами LED-подсветка, оттенок белый;13900
Современная настольная лампа с диммером и USB, цвет чёрный;1550
Кроватка-маятник овальная-трансформер для новорождённого, оттенок белый;11800
Кресло-полукруг на ножках цвет терракотовый, обивка велюр с подушкой;14620
Когтеточка-стеллаж для кошки многоуровневая с домиком, цвет серый;5460
Подвижный столик для ноутбука складной деревянный с ножками, орех;3200
Большой двухместный спальный мешок-одеяло, цвет синий;4700
Шикарная двуспальная кровать-подиум с подсветкой по периметру, оттенок белый матовый;31460
Декоративные подушки розовый красный набор 2 шт, обивка велюр с принтом цветов;1740
Стеллаж для игрушек с яркими цветными ящиками, 5 секций;5800
Туалетный столик с зеркалом-овалом и подсветкой для салона красоты дома, белый;18900
Большая плетёная корзина для белья с тканевым мешком внутри, бежевый ротанг;4200
Туалетный столик в стиле прованс с овальным зеркалом и резьбой, цвет слоновая кость;15910
Огромный угловой диван «Малибу» еврокнижка, рогожка серая;57400
Большая гирлянда сетка-конский хвост 2 на 3 метра, тёплый белый;1750
Двуспальная кровать «Орхидея» 160 на 200 с ящиками для белья, цвет белый;22400
Стол откидной к стене 90 на 60 для маленькой кухни, белый;3400
Кухонный мягкий уголок п-образный с большим столом для семьи, велюр серый;33800
Удобные мягкие стулья обеденные с высокой спинкой набор 6 шт, обивка велюр изумрудный;19860
Большая плетёная корзина для хранения вещей с крышкой 50 литров, оттенок натуральный;2900
Прикроватный подвижный столик для ноутбука и завтрака в постель, белый;3700
Подставка для цветов металлическая на 5 горшков, цвет чёрный;2100
Журнальный столик-камень оригинальный декоративный 70 см, цвет серый мрамор;7240
Шкаф 2-дверный в скандинавском стиле, оттенок светлый дуб с белым;15400
Хлебница деревянная с разделочной доской сверху, оттенок светлый бамбук;2700
Восточная тахта-кушетка с подушками-валиками 180 см, обивка велюр горчичный;19450
Классическая кроватка для новорождённого с маятником и колёсиками, цвет натуральная берёза;6400
Двуспальная кровать «Орхидея» 160 на 200 с ящиками для белья, оттенок венге;22400
Кровать-машинка в виде эвакуатора 80 на 170, жёлтая с чёрным;15400
Письменный стол «Эвелина» с двумя ящиками 110 см, оттенок ясень шимо;7350
Огромное мягкое изголовье на стену с пуговицами 220 см, обивка велюр тёмно-синий;14640
Просторное угловое спальное место в гостиную с ящиками, обивка велюр горчичный;46810
Подвесное кресло-яйцо для двоих со стойкой металлической мощной, плетёное бежевое;30400
Мини-батут детский домашний с поручнем 100 см, цвет розовый;7490
Удобный детский стульчик регулируемый по высоте, цвет голубой;1850
Подставка для книг настенная декоративная в виде дерева, бронза;2700
Симпатичный журнальный столик 80 на 50, цвет дуб сонома, в гостиную;3450
Удобная для людей высокого роста кровать односпальная 90 на 210, дуб сонома;9700
Мягкое изголовье на стену 180 см в виде облака, белое;11400
Тренажёр райдер комнатный для всего тела складной, чёрный;12400
