product_name;price_rub
Шкаф для документов сред. 800х400х1150 со створк. серый;7800
Стул-табурет лаборат. винил. чёрн. подножк. регул.;3200
Шкаф ЛОК с электрозамк. RFID 4-секц. 1200х500х1850;42800
Шкаф инструмент. усил. метал. 1200х500х1950 ключ;26700
Раздевалка шкаф ЛОК метал. 3-секц. 900х500х1850;14700
Перегор. писсуарн. ЛДСП влагостойк. 400х40х900 беж.;2700
Кронштейн под клавиатуру выдвижн. метал. 600х300;1380
Сейф оружейн. 350х250х1500 трейзор 2 замка;9800
Стол лаб. пристен. 1200х750х900 ЛДСП серый ламель;12700
Стол кафе круглый 800х750 ЛДСП белый чугун.опор.;4200
Кресло посетит. со стац.базой ткань серая хром;2650
Стол банкетн. складн. 1800х900х750 пластик HDPE сер.;7400
Стол письм. 12000х600х750 ЛДСП клён;5290
Стол письм. с надстр. 1400х700х1450 ЛДСП серый;11400
Табурет кухон. ЛДСП д.сонома 450;680
Прихожая угл. компл. 1200х1000х2100 ЛДСП венге;22400
Стул ученич. подростк. эрр. регул. 460-520 метал.карк.;1700
Светильник потолочн. накл. круг 300мм LED 24Вт;780
Стеллаж паллетн. 2700х1000х3500 нагр.600кг/п;21800
Стеновая панель ПВХ белая 250х2700 матов.;380
Кресло руковод. кожа премиум коричн. дерев.накл.;39800
Кресло акцент. рогожка серый дерев.ножк.;12700
Шкаф офисн. открыт. стелл. 800х400х1850 ЛДСП д.сонома;7600
Стеллаж нержав. SS304 5 пол. 1200х600х2000 пищ.;48700
Шкаф металл. ЛОК 4-секц. 1200х500х1850 ключ серый;13700
Кассов. тумба с замком 800х450х900 ЛДСП белый ниш.;11800
Светильник потолочн. растр. 1200х600 56Вт LED;1980
Стеллаж металл. 5 пол. 1000х40х1800 нагр.150кг/п;6900
Кушетка медиц. смотр. 1900х700х650 экокожа бел.;11810
Кухон.модуль офис. верх. 600х300х720 ЛДСП д.сонома;3700
Шкаф для одежды офисн. 600х500х1850 ЛДСП д.сонома зерк.;10400
Шкаф металл. для одежды 2-секц. 600х500х1850 ключ;8400
Корзина покупательск. пластик 28л красн. с ручк.;38
Вытяжной шкаф лаб. 1500х750х2300 фильтр угольн.;54700
Шкаф-стеллаж комби открыт.+створк. 800х400х1950 серый;10200
Витрина морозильн. ларь 1500х650х850 стек.крышка;48700
Шкаф ЛОК метал. 6-секц. 1800х500х1850 ключ серый;22400
Доска аудитор. интерактив. наст. 2000х1200 проектор. совмест.;48700
Шкаф для одежды офисн. полузакр. 800х500х1850 серый;10700
Шкаф лаборат. сушильн. метал. 600х500х1500;19400
Кухон.модуль офис. ниж. 1000х500х820 ЛДСП венге;8400
Полка обувн. метал. 3 ярус. 800х300х500;1180
Стеллаж для блинов 7-местн. 600х500х1500 сталь чёрн.;10800
Шкаф медиц. для лекарств 600х400х1850 ключ кодов.;15600
Табурет барн. дерев. лак 750;1850
Шкаф офисн. 2-дв. 800х450х1850 ЛДСП д.сонома;11400
Стол-приставка ради. 900х450х750 ЛДСП д.сонома;3200
Шкаф для одежды офисн. полузакр. со створк. зерк.;12700
Шкаф для одежды офисн. 600х500х1850 ЛДСП венге штанга+полк.;9400
"Кронштейн ТВ наст. накл. 32-65"" нагр.45кг";1850
Стол письм. 1200х600х750 ЛДСП вишня;5290
Шкаф документ. узк. 400х400х1850 ЛДСП белый;6800
Лавка силовая обратн.накл. 1500х500х450 кожзам чёрн.;13700
Перегор. душевая стек. прозр. 1000х8х2000 алюм.карк.;17400
Ковёр синтет. 1600х2300 совр. серый;4900
Зона ожидан. журн.стол метал. 700х700х450 чёрн.;3800
Шкаф-купе 3-дв. 2400х600х2200 зерк. д.сонома;43500
Кресло операторск. сетка серый/чёрн. подлок.регул.;7900
Кровать односп. 900х2000 ЛДСП д.сонома;9850
Стул-табурет офисн. регул. чёрн. крестов. пласт.;1400
Барная стойка-перегор. угл. 1800х1800х1100 ЛДСП;24700
Стул офисн. посетит. ткань серая хром;1450
Стеллаж металл. 5 пол. 1400х500х1800 150кг/п оцинк.;9700
Сейф огнестойк. 700х600х600 60мин ключ+код 95 кг;36400
Кресло офисн. оператора ткань серая регул.высоты;3700
Стол лаборат. компьют. 1400х750х900 ЛДСП серый;9700
Подиум выставочн. прямоуг. 1000х500х400 ЛДСП бел.;4400
Кресло посетит. со стац.базой экокожа чёрн. хром;2900
Стол операторск. с тумбой 4-ящ 1600х700х750 ЛДСП белый;13400
Огражд. выставочн. стойка золото+лента 2м;1980
Кронштейн для ТВ наст. фикс. 23-43 нагр.25кг;680
Рабоч.станция бенч 4-местн. 2800х1600х750 ЛДСП белый;42700
Стол антиванд. шахм. 800х800х750 метал. разметка;9700
Стол офисн. руковод. 2000х900х750 шпон орех с надстр.;34500
Тумба операторск. мобильн. 3-ящ 400х500х600 серая;4400
Стеллаж металл. 5 пол. 1000х400х2000 нагр.150кг/п;7250
Раковина лаб. SS наст. 600х500х200 со смесит.;8400
Шкаф-купе 2-дв. 1200х60х2200 ЛДСП белый;19800
Матрас наматрасн. 1600х2000 водонепр.;1850
Кресло конферен. на полозьях экокожа коричн.;3850
Кресло офисн. эрр. сетка чёрн./серый крест. пласт.;6700
Стеллаж паллетн. лёгк. 2000х1000х3000 нагр.300кг/п;14800
Шкаф медиц. метал. 2-секц. 600х400х1850 ключ бел.;12700
Стол письм. трансформ. растущ. 1100х600 рег. ЛДСП;15700
Кронштейн для ТВ потолочн. поворот 32-55;3400
Кушетка офисн. экокожа чёрн. 1900х700;9800
Шкаф офисн. со створк. 1200х450х1950 ЛДСП серый 5 пол.;16400
Картотека металл. 10-ящ А6 ключевая серая;14700
Светильник аварийн. LED маяч. наст. 5Вт;980
Доска пробков. 900х600 дерев.рамка;780
Стол-бенч 4-местн. 2800х1400х750 ЛДСП венге;46700
Кресло посетит. на полозьях ткань чёрн. метал.карк.;2380
Стеллаж торгов. пристен. 1000х400х2000 6 пол. ЛДСП белый;9400
Шкафчик для столовой настенн. 600х300х450 белый;1980
Стол антиванд. уличн. метал. 1500х750х750 порош.окраск.;13400
Шкаф лаб. сушильн. метал. 800х500х1600 регул.темп.;24800
Шкаф для химикат. лаб. 2-дв. 1200х500х2000 вытяж.;46800
Светильник встр. потолочн. LED 12Вт круг 220мм;680
Вытяжной шкаф лаб. 1800х750х2300 2-створч. фильтр;64800
Подиум выставочн. квадр. 800х800х800 ЛДСП чёрн.;5700
Верстак монтажн. с экран. перфор. 1800х700х1900 крюч.;28400
Шкаф школьн. для пособий со створк. 1000х450х2000 ЛДСП;14400
Сейф огнестойк. 600х500х500 60мин эл.замок;28400
Столик журн. 600х600х450 круглый ЛДСП белый метал.;2400
Стол ресторан. овальн. 1800х900х750 ЛДСП венге;9400
"Шкаф сервер. 19"" 42U 600х800х2000 стек.дв.";64700
Тумба реактивн. лаб. 600х450х850 поддон ключ;13700
Шкаф для документов высок. полузакр. 800х400х1950 серый;10800
Шкаф офисн. со створк. 1000х450х1850 ЛДСП венге;12400
Верстак мобильн. колес. 1000х600х850 метал. с тормозн.;13400
Стол лаб. для микроскоп. 900х600х750 ЛДСП антивибр.;14400
Барн.стойка модул. угл. 1800х1800х1100 ЛДСП венге;24700
Стол гост. рабоч. 1100х500х750 ЛДСП дуб ящ.;7400
Шкаф документ. карусел. 800х800х2000 ЛДСП д.сонома;26400
Стол лаборат. химостойк. 1800х750х900 ЛДСП белый;16400
Столик инструмент. 500х400х800 SS колес. 2 полк.;6400
Шкаф ЛОК Z-образн. 2-секц. 600х500х1850 ключ;13700
Стол перегов. круглый 1200х750 ЛДСП венге;7800
Стол лаборат. химостойк. 1200х600х900 ЛДСП серый;11400
Шкаф гост. распашн. 1200х600х2100 ЛДСП дуб штанга;21400
Шкаф огнестойк. компакт. 500х450х650 30мин ключ;19800
Шкаф ЛОК для персонал. 4-секц. кодов.замок 1200х500х1850;26400
Барная стойка-перегор. с надстр. 1800х500х1150;19400
Верстак слесарн. с тиск. 1200х600х850 сталь 2мм 1 ящ.;14700
Шкаф для документов сред. открыт. 800х400х1150 серый;5700
Лампа наст. LED аккум. сенсорн. диммер белая;2400
Тумба прикроват. больничн. метал. 400х400х750 серый;5700
Тумба под принтер 600х450х650 ЛДСП венге 2-дв.;4400
Стол лаборат. титровальн. 1200х750х900 ламель;15800
Тумба операторск. стацион. с дв. 600х450х750 серая;5400
Доска информ. ткан. пробк. серая 900х600 алюм.рамка;1450
Банкетка раздевалк. усил. метал. сид. дерев. 2000х400х450;5400
Перегородка офисн. стацион. со стек. 1200х40х1800;7400
Светильник линейн. подвес. 1200 40Вт LED белый;1700
Кронштейн торгов. перфор.панель крюч. 200мм 5шт компл.;420
Шкаф для одежды офисн. 800х500х1950 ЛДСП белый зерк.внутр.;13200
Табурет кухон. ЛДСП белый 450;640
Стол-приставка дуга 900х500х750 ЛДСП белый;3700
Столик ресторан. складн. круглый 600х750 ЛДСП бел.;3400
Бенч-система 8-местн. 4800х1400х750 ЛДСП белый;82400
Стол письм. эрр. 1200х600х750 ЛДСП белый;5100
Стеллаж нержав. SS304 угл. 700х700х1800 4 пол.;31400
Шкаф офисн. 2-дв. 800х450х2050 ЛДСП венге 5 полк.;13700
Кронштейн для ТВ наст. наклон 32-65 нагр.50кг;1700
Подставка для ног эргон. пластик регул. наклон;780
Шкаф для документов сред. полузакр. 800х400х1150 белый;6700
Витрина музейн. наст. горизонт. 800х500х400 стек. LED;14700
Кресло посетит. на полозьях экокожа чёрн. хром штабел.;1380
Скамья тренир. регул.накл. 1600х500х450 сталь 3мм;13400
Стул кафе деревян. с подлок. лак венге;1980
Стол банкетн. складн. 1500х750х750 пластик HDPE бел.;5400
Зеркало гостиничн. в рамке 600х1000 ЛДСП дуб;2200
Шкаф инструмент. метал. с ящ. 1000х500х1800 ключ;21400
Доска информ. ткан.+магн. комби 900х1200;3100
Картотека металл. 4-ящ А4 ключ;9450
Кресло посетит. на полозьях экокожа чёрн. хром;3450
Светильник потолочн. офисн. 600х600 LED 36Вт армстронг;1100
Кухон.модуль офис. высок. под духовку 600х500х1950;14700
Тумба под оргтехнику с дв. 600х450х750 ЛДСП белый;4800
Стул кафе ротанг искусств. карк. метал. чёрн.;2400
Стол кафе квадр. 700х700х750 ЛДСП венге метал.опор.;3700
Кушетка медиц. ХХ-я модель 1900х700х650 экокожа бел.;11800
Шкафчик столовой подвесн. 800х300х450 ЛДСП белый;2700
Кушетка медиц. смотр. 19000х600х600 винил. беж.;9100
Стол письм. 1200х600х750 ЛДСП белый;4990
Сушилка для одежды напольн. метал. складн. 1800х600х1700;2700
Доска маркерн. лак. 1200х900 без рамки клипса;1850
Барная стойка-перегор. 1600х500х1100 ЛДСП венге;14800
Пуф круглый 400х450 велюр горчичн. дерев.ножк.;2100
Тумба под принтер 500х450х650 ЛДСП белый колес.;3700
Шкаф медиц. инструмент. 600х450х1850 стек.створк. бел.;16400
Тележка инструмент. автосерв. 8 ящ. 800х500х1000;32400
Тумба реактивн. лаб. 800х450х850 2-дв. поддон серый;17400
Стол письм. 1200х600х750 ЛДСП дуб светл;5290
Стол перегов. 2400х1200х750 ЛДСП венге;19600
Подставка под книги метал. сетка чёрн.;420
Стол манипуляц. метал. 800х500х850 2 полк. колес.;11400
Подиум выставочн. квадр. 400х400х400 ЛДСП чёрн.;2700
Комод 4-ящ 1000х450х900 ЛДСП венге;6900
Верстак угл. 1500х1500х850 метал. 3 ящ.+перфор.экран;24800
Раздевалка вешалка наст. метал. 1200х200 8 крюч.;1980
Стол ресторан. квадр. 700х7х750 ЛДСП венге метал.опор.;4100
Витрина музейн. пристен. 800х400х2000 LED ключ;38400
Карниз потолочн. пластик 2-ряд. 2000 белый;480
Кресло руковод. кожа коричн. высок.спинка хром;17500
Стеллаж металл. сборн. 4 пол. 800х400х1600 нагр.120кг/п;4500
Тумба операторск. стацион. 3-ящ 400х500х750 серая;4900
Скамья парков. со столиком пикн. 1800х1500х750 дерев.;14700
Парта школьн. регул. 1-местн. 600х500 рег.640-760 ЛДСП;5100
Тумба ТВ 1600х400х500 ЛДСП д.сонома 2-дв.;9800
Шкаф огнестойк. документ. 1000х500х1950 90мин код;84700
Банкетка прихож. 900х400х450 ЛДСП венге сид.экокожа;3800
Тумба операторск. мобильн. с пеналом 400х500х600 серая;5400
Светильник аварийн. LED 6Вт указ.выхода 3ч;1380
Кушетка медиц. смотр. 1800х600х600 экокожа бел. карк.;9700
Верстак слесарн. 1500х700х850 метал. сталь 2мм 1 ящ.;14700
Стол банкет. складн. 1800х750х750 пластик HDPE белый;6400
Стол лаборат. химостойк. 1500х750х900 ЛДСП белый;13705
Стеллаж металл. сборн. 6 пол. 1500х500х2500 нагр.300кг;15800
Тумба операторск. мобильн. 3-ящ 400х500х600 чёрн.;4600
Лампа наст. LED дневн.свет белая на струбц.;1850
Шкаф огнестойк. ##ERR## 800х500х1850 60мин ключ;64800
Верстак слесарн. с тиск. 1800х750х900 сталь 2мм 3 ящ.;21400
Стенд для гантелей наст. сталь 1200х200х500 крюч.;6400
Стол ресторан. 700х700х750 ЛДСП венге метал.опор.;4100
Стол кухон. обед. 1200х750х750 ЛДСП д.сонома;5300
Перегородка офисн. мобильн. экран 1600х40х1500 ткань;9400
Шкаф металл. бухгалт. 2-дв. 800х450х1950 ключ серый;15400
Тумба реактивн. лаб. метал. 700х450х850 поддон серый;14
Доска флипчарт магн. на колёсах роликовая 700х1000;3900
Перегор. санитарн. HPL 1500х40х2000 серый;13700
Стеллаж-кронштейн для инструм. 800х250 крюч.+полк.;2900
Шкаф для инструмента антивандальн. метал. 3мм 800х500х2000;31400
Стенд выставочн. roll-up 850х2000 алюм. с печатью;2700
Тележка инструмент. компакт. 3 ящ. 500х350х750 метал.;7400
Стойка для штанг 1800х500х1800 сталь 3мм 6 мест.;19400
Шкаф инструмент. метал. 2-дв. 1000х500х1950 ключ;19800
Сейф огнестойк. эл.замок 600х500х500 60мин 55 кг;32400
Перегородка офисн. экран наст. 1400х30х400 пробков.;2700
Стул-табурет офисн. регул. сидушка кругл. бел.;1700
Стул банкетн. деревян. бук лак чехол беж.;2800
Кресло посетит. на полозьях экокожа чёрн. хром.карк.;3280
Стул обеден. ЛДСП венге мягк.сид.;1450
Доска маркерн. магн. 1500х1000 алюм.рамка;2700
Тумба под МФУ с дверц. 600х450х720 ЛДСП д.сонома;4900
Шкаф медиц. угл. 600х600х1850 ключ бел. 4 пол.;14700
Раздевалка шкафч. ячейк. 8 ячеек 600х400х1850 ключ;13700
"Шкаф сервер. 19"" 32U 600х600х1600 метал.дв.";48400
Стол письм. сдвоен. 2400х1400х750 ЛДСП белый бенч;19400
Сейф огнестойк. 400х500х500 ключ+код;19800
Стол письм. 1200х600х750 ЛДСП ясень;5290
Ресепшен-стойка стекл.надстр. 2000х600х1100 ЛДСП;34700
Кресло посетит. штабел. пластик чёрн. метал.ножк.;1850
Шкаф для документов с замком 800х400х1150 ЛДСП серый;7400
Подставка под монитор бамбук 600х250х100 ящ.;1450
Шкаф документ. с сейф-секц. 800х400х1950 ключ серый;15700
Стул барн. со спинкой 500х500х850 экокожа коричн.;4250
Лампа наст. диммер USB пластик чёрн. сенсорн.;1480
Стол-бенч пристав. 1400х700х750 ЛДСП белый;7400
Шкаф для инструмента откидн.створк. 1000х500х2000 крюч.;21800
Рулонная штора блэкаут 1500х1700 беж.;1980
Корзина покупательск. метал. 22л сетка хром с ручк.;520
Скамья тренировочн. гиперэкст. угл. 45° 1000х600х900;13400
Стол манипуляц. 900х500х850 SS 1 ящ. колес.;14800
Верстак столярн. с тиск. 1800х750х900 бук массив 50мм;38400
Стол угл. 1400х1100х750 ЛДСП д.сонома;10600
Шкаф для документов сред. 800х400х1150 ЛДСП белый;6900
Зона ожидан. кресло перегов. ткань серая на полозьях;9800
Стул ресторан. с подлок. экокожа корич. карк. дерев.;3200
Шкаф медиц. метал. 2-секц. 900х450х1950 ключ серый;16800
Стеллаж металл. полузакр. 4 пол. 800х400х1800 серый;6700
Сейф мебельн. 250х350х250 ключ 8 кг;3200
Каталка медиц. 1-местн. 2000х650х750 колес.;24800
Стеллаж металл. 5 пол. 100х40х200 нагр.250кг/п оцинк.;8400
Стол гост. макияж. 800х450х750 ЛДСП белый зерк.;8900
Подиум выставочн. 2000х800х1200 МДФ 4 ярус;14400
Комод 3-ящ 600х400х800 ЛДСП белый;3950
Кассов. остров со стяж. лентой 1800х1200х900 ЛДСП;26800
Кресло акцент. велюр коичн. дерев.ножк.;13900
Тумба реактивн. под кислоту 600х500х850 трейзор;19800
Удлинитель 4 розет. 5м белый с выкл.;620
Стол учительск. 1400х600х760 ЛДСП бук с тумбой 2-ящ.;9700
Подставка под монитор ЛДСП белый 500х250х100;780
Шкаф-купе 2-дв. 1500х600х2200 д.сонома зерк.;31200
Парта школьн. с наклон.столеш. 600х500х760 ЛДСП бук;3700
Стол операторск. компакт. 1200х600х750 ЛДСП серый;5800
Стол банкет. складн. 2400х750х750 пластик HDPE серый;9200
Стол перегов. круглый 1500х750 ЛДСП д.сонома;9400
Шкаф двсп. метал. 800х450х1950 ключ серый;14700
Штора рулон. ткань беж. 1200х1700;980
Сейф мебельн. под А4 350х450х250 ключ 14 кг;4400
Стеллаж металл. 5 пол. 100х40х200 нагр.150кг/п;6900
Шкаф медиц. метал. 2-секц. 1200х500х1950 ключ бел.;21400
Верстак мобильн. колес. с тормозн. 1500х700х900 4 ящ.;19800
Шкаф архивн. 4-секц. 1600х450х1950 ЛДСП серый А4;26500
Стеллаж нержав. SS304 4 пол. 1000х500х1800 пищ.;38400
Стол письм. угл. с тумбой 1500х1200х750 ЛДСП венге;14800
Подиум выставочн. квадр. 400х400х400 ЛДСП белый;2700
Тумба под МФУ 600х450х750 ЛДСП венге 2 полк.;5100
Стол-бенч 6-местн. 3600х1600х750 ЛДСП д.сонома;58400
Кресло офисн. эрг. сетка серая/чёрн. крест. с подлок.;7800
Огражд. выставочн. стойка хром+лента 1м;1480
Подставка под монитор металл. серая 600х230х90 регул.;1980
Контейнер метал. сетчат. 1000х800х750 нагр.300кг;8700
Стол лаб. весовой антивибр. 1000х600х900 гранит;24700
Кронштейн под клавиат. с подставк. под мышь;1700
Кухон.модуль офис. ниж. 600х500х820 ЛДСП д.сонома;5800
Кресло руковод. ткань велюр серая хром.крест.;11400
Столик инструмент. 600х400х850 SS 3 полк. колес.;7800
Шкаф медиц. стек.створк. 800х450х1850 4 пол. бел.;16400
"Шкаф сервер. наст. 19"" 12U 600х450х650 стек.дв.";18400
Перегор. санитарн. кабина в сборе HPL 1500х1500х2000;31400
Стул-табурет работ. винил. серый регул.высоты;1850
Сейф мебельн. 300х400х300 эл.замок 12 кг;5400
Подставка под сист.блок метал. колес. чёрн.;780
Тумба ТВ 1400х400х50 ЛДСП белый;6900
Стол угл. 1600х1200х750 с тумбой 4-ящ ЛДСП серый;17200
Столик журн. 800х500х450 ЛДСП д.сонома;2900
Матрас 1800х2000 пружин. 7-зон. независ. блок;19800
Тумба выкатн. 4-ящ 400х500х650 ЛДСП венге;5200
Барн.стойка с витрин.LED 1800х600х1100 ЛДСП венге;28400
Стол перегов. трапец. 1200х600х750 ЛДСП серый;6900
Диван прям. еврокн. 2-местн. экокожа чёрн.;24500
Стол лаб. компьют. 1600х750х900 ЛДСП серый кабель;11400
Стул ученич. пластик сид/спин. карк.метал. 380;1100
Багажн.полка гостиничн. наст. дерев. 1000х400х200;2400
"Кронштейн монит. потолочн. 32-55""";2900
Жалюзи вертик. ткань беж. 1500х2400;2900
Скамья тренир. олимп. 2000х600х450 сталь 4мм;18400
Шкаф архивн. металл. 800х450х1990 4 полк. ключ;14700
Шкаф школьн. для книг ЛДСП бук со стек.створк. 800х400х1850;13700
Стул ученич. штабел. ЛДСП бук карк.метал. 460;1380
Кресло руковод. кожа чёрн. пятилучье хром;14800
Стол лаборат. ХХ-секц. 1500х750х900 ЛДСП белый;13700
Шкаф лаборат. вытяжн. метал. 1200х750х2300 фильтр;46800
Стеллаж металл. сборн. 5 пол. 1500х500х2000 150кг/п;7400
Доска маркерн. магн. 900х600 алюм.рамка;1380
Подставка для ног металл. сетка чёрн.;1100
Кронштейн для проектор. потолочн. регул.;3700
Стеллаж паллетн. 3000х1100х4500 нагр.1000кг/п усил.;31400
Доска информ. магн.-маркерн. со створками 1200х900;4700
Шкаф медиц. метал. 2-секц. 800х400х1850 ключ бел.;14410
Кресло операторск. сетка серая каркас белый;6700
Перегор. душевая угл. стек. 900х900х2000 алюм.карк.;19400
Стол комп. с надстр. 1100х600х1450 ЛДСП венге;9400
Стеллаж металл. 5 пол. 800х400х1800 150кг/п оцинк.;5700
